date,city_public,store_code,store_name_public,gmv,orders,qty,aov,items_per_order,active_sku,oneprice_share,pinghaofan_share
2026-01-10,City_02,S02,Store_02,1921.8,114,128,16.857894736842105,1.1228070175438596,40,0.0,0.0232594442709959
2026-01-10,City_02,S03,Store_03,3268.46,172,181,19.00267441860465,1.052325581395349,47,0.0,0.0577213733684977
2026-01-10,City_02,S06,Store_06,2449.4,129,148,18.98759689922481,1.1472868217054264,43,0.0,0.0729974687678615
2026-01-10,City_02,S07,Store_07,3727.74,220,239,16.94427272727273,1.0863636363636364,39,0.0,0.0
2026-01-10,City_02,S10,Store_10,1474.66,95,96,15.522736842105264,1.0105263157894735,29,0.0,0.0
2026-01-11,City_01,S04,Store_04,3056.1000000000004,198,238,15.434848484848487,1.202020202020202,49,0.0,0.071921730309872
2026-01-11,City_01,S05,Store_05,1719.1,107,139,16.066355140186918,1.2990654205607477,44,0.0,0.0456634285381885
2026-01-11,City_01,S08,Store_08,2555.5,151,169,16.923841059602648,1.119205298013245,44,0.0,0.0614361181764821
2026-01-11,City_01,S09,Store_09,3151.79,206,235,15.29995145631068,1.1407766990291262,50,0.0,0.0585381640274256
2026-01-11,City_01,S11,Store_11,1551.0,101,120,15.356435643564357,1.188118811881188,39,0.0,0.1012250161186331
2026-01-11,City_01,S12,Store_12,4124.8,279,356,14.784229390681004,1.275985663082437,52,0.0,0.0799311481768813
2026-01-11,City_01,S13,Store_13,639.5,36,39,17.76388888888889,1.0833333333333333,21,0.0,0.1473025801407349
2026-01-11,City_02,S01,Store_01,1144.6,81,83,14.130864197530864,1.0246913580246917,34,0.0,0.1114799930106587
2026-01-11,City_02,S02,Store_02,1468.1,92,107,15.957608695652176,1.1630434782608696,34,0.0,0.0202983447994005
2026-01-11,City_02,S03,Store_03,2029.56,128,148,15.8559375,1.15625,40,0.0,0.0604860166735647
2026-01-11,City_02,S06,Store_06,2831.4,165,189,17.16,1.1454545454545455,45,0.0,0.0789362152998516
2026-01-11,City_02,S07,Store_07,3159.52,192,213,16.455833333333334,1.109375,36,0.0,0.0
2026-01-11,City_02,S10,Store_10,1021.74,64,69,15.9646875,1.078125,27,0.0,0.0
2026-01-12,City_01,S04,Store_04,1643.8000000000002,119,138,13.81344537815126,1.1596638655462186,38,0.0,0.1146124832704708
2026-01-12,City_01,S05,Store_05,667.1,43,52,15.513953488372094,1.2093023255813953,26,0.0,0.0706041073302353
2026-01-12,City_01,S08,Store_08,2042.2,118,140,17.30677966101695,1.1864406779661016,42,0.0,0.0307511507198119
2026-01-12,City_01,S09,Store_09,2877.63,191,240,15.066125654450262,1.256544502617801,48,0.0,0.0709264220904007
2026-01-12,City_01,S11,Store_11,1025.8,78,85,13.15128205128205,1.0897435897435896,36,0.0,0.2754922986937025
2026-01-12,City_01,S12,Store_12,3252.1,218,277,14.91788990825688,1.2706422018348624,53,0.0,0.0772423972202576
2026-01-12,City_01,S13,Store_13,864.7,51,54,16.954901960784316,1.0588235294117647,31,0.0,0.1452526887938013
2026-01-12,City_02,S01,Store_01,1283.3,84,90,15.277380952380952,1.0714285714285714,33,0.0,0.0444167380970934
2026-01-12,City_02,S02,Store_02,1281.3,66,76,19.413636363636364,1.1515151515151516,38,0.0,0.0116288144852883
2026-01-12,City_02,S03,Store_03,1788.7,90,101,19.87444444444445,1.1222222222222222,33,0.0,0.0762564991334488
2026-01-12,City_02,S06,Store_06,2043.9,118,133,17.321186440677966,1.1271186440677967,38,0.0,0.1093497724937619
2026-01-12,City_02,S07,Store_07,2059.02,138,140,14.920434782608696,1.0144927536231885,39,0.0,0.0
2026-01-12,City_02,S10,Store_10,940.74,59,59,15.944745762711865,1.0,28,0.0,0.0
2026-01-13,City_01,S04,Store_04,2138.3,145,167,14.74689655172414,1.1517241379310346,40,0.0,0.1321610625263059
2026-01-13,City_01,S05,Store_05,979.3,65,71,15.066153846153846,1.0923076923076922,34,0.0,0.032063718982947
2026-01-13,City_01,S08,Store_08,1923.9,108,129,17.81388888888889,1.1944444444444444,40,0.0,0.089765580331618
2026-01-13,City_01,S09,Store_09,2926.12,221,262,13.240361990950223,1.1855203619909502,47,0.0,0.0691359206047598
2026-01-13,City_01,S11,Store_11,1022.6,66,80,15.493939393939394,1.2121212121212122,38,0.0,0.0767651085468413
2026-01-13,City_01,S12,Store_12,3416.6,218,256,15.672477064220184,1.1743119266055049,50,0.0,0.0919042322777029
2026-01-13,City_01,S13,Store_13,761.58,39,45,19.52769230769231,1.1538461538461535,24,0.0,0.1030751857979463
2026-01-13,City_02,S01,Store_01,810.2,61,69,13.281967213114754,1.1311475409836065,29,0.0,0.0855344359417427
2026-01-13,City_02,S02,Store_02,1094.9,75,82,14.598666666666668,1.0933333333333333,33,0.0,0.013608548725911
2026-01-13,City_02,S03,Store_03,1474.42,101,116,14.598217821782178,1.1485148514851484,38,0.0,0.0740087627677324
2026-01-13,City_02,S06,Store_06,2354.2000000000003,119,132,19.783193277310925,1.1092436974789917,44,0.0,0.0569620253164557
2026-01-13,City_02,S07,Store_07,2469.36,168,179,14.69857142857143,1.0654761904761905,37,0.0,0.0
2026-01-13,City_02,S10,Store_10,891.72,53,53,16.824905660377357,1.0,28,0.0,0.0
